"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,"0","100","100","100","0","0","0","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Abaltzisketa",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,"0","0","0","0","30","32.5","37.5","72.5","97.5",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Aduna",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Aia",NA,NA,NA,NA,NA,"0","0","100","100","100","25","50","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Aizarnazabal",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Ajangiz",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Albiztur",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Alegia",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,"60","100","70","70","70","90","80","80","80",NA,NA,NA,NA,NA,"Grado de ocupación de los centros de día (3ª edad y personas con discapacidad) (%)"
