"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Abaltzisketa",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,"0","0","0","0","26.4","26.44","26.4","26.39","25.82",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Aduna",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Aia",NA,NA,NA,NA,NA,"0","0","13.11","12.78","12.94","13.07","13.2","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Aizarnazabal",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Ajangiz",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Albiztur",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Alegia",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,"57.47","56.82","52.63","49.26","49.02","44.64","41.32","39.37","38.02",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Alkiza",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Alonsotegi",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Altzaga",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Altzo",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
"Amezketa",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"Plazas en centros de día para la 3ª edad (‰ habitantes de 65 y más años)"
