"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,"2.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Abaltzisketa",NA,NA,NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,"2.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Aduna",NA,NA,NA,"26.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Aia",NA,NA,NA,"27.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Aizarnazabal",NA,NA,NA,"17.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Ajangiz",NA,NA,NA,"0.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Albiztur",NA,NA,NA,"3.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Alegia",NA,NA,NA,"8.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Alegría-Dulantzi",NA,NA,NA,"4.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Alkiza",NA,NA,NA,"16.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Alonsotegi",NA,NA,NA,"5.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Altzaga",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
"Altzo",NA,NA,NA,"12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viviendas familiares principales en edificios en estado ruinoso, malo o deficiente (%)"
