"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,"45.61","45.68","38.57","39.77","46.34","43.38","47.02","48.78","49.19","46.49","45.82","47.81","48.27",NA,"Población extranjera. Mujeres (%)"
"Abaltzisketa",NA,NA,NA,NA,NA,"100","100","100","100","80","83.33","83.33","100","77.78","85.71","77.78","71.43","66.67",NA,"Población extranjera. Mujeres (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,"56.72","59.04","58.16","54.24","58.14","59.09","57.32","56.92","52.17","52.17","55.45","52.12","57.59",NA,"Población extranjera. Mujeres (%)"
"Aduna",NA,NA,NA,NA,NA,"0","0","40","50","40","36.36","41.67","36.36","37.5","25","50","20","25",NA,"Población extranjera. Mujeres (%)"
"Aia",NA,NA,NA,NA,NA,"45.45","33.33","30","21.74","33.33","39.29","23.96","28.45","31.82","39.81","41.18","40.48","40.74",NA,"Población extranjera. Mujeres (%)"
"Aizarnazabal",NA,NA,NA,NA,NA,"0","6.67","7.27","11.9","24.24","31.25","38.18","43.75","46.77","43.06","47.5","44.87","40.79",NA,"Población extranjera. Mujeres (%)"
"Ajangiz",NA,NA,NA,NA,NA,"66.67","80","75","62.5","100","83.33","57.14","66.67","54.55","44.44","100","57.14","71.43",NA,"Población extranjera. Mujeres (%)"
"Albiztur",NA,NA,NA,NA,NA,"50","33.33","33.33","0","0","20","40","66.67","66.67","66.67","33.33","60","75",NA,"Población extranjera. Mujeres (%)"
"Alegia",NA,NA,NA,NA,NA,"41.67","46.43","36.67","48.78","49.09","44.71","37.27","39.62","41.6","44.62","48.85","46.1","46.53",NA,"Población extranjera. Mujeres (%)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,"46.67","51.79","49.37","45.65","46.49","46.56","48.47","43.18","41.3","45.49","47.93","46.4","46.76",NA,"Población extranjera. Mujeres (%)"
"Alkiza",NA,NA,NA,NA,NA,"100","100","100","100","60","75","80","75","85.71","60","60","60","63.64",NA,"Población extranjera. Mujeres (%)"
"Alonsotegi",NA,NA,NA,NA,NA,"34.62","41.67","49.02","53.23","50.75","58.33","48.48","53.19","55.56","56.39","54.62","54.26","56.88",NA,"Población extranjera. Mujeres (%)"
"Altzaga",NA,NA,NA,NA,NA,"40","40","100","100","40","60","50","50","50","66.67","60","60","100",NA,"Población extranjera. Mujeres (%)"
"Altzo",NA,NA,NA,NA,NA,"0","0","0","0","30","38.46","45.45","44.44","38.46","46.15","46.67","0","30",NA,"Población extranjera. Mujeres (%)"
