"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,"14.13","13.89","13.62","13.14","12.97","13","15.36","14.99","16.17","16.76","16.34","15.68","13.44","12.24","12.5","12.34",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Abaltzisketa",NA,NA,"18.18","25","20","21.05","17.65","18.75","13.04","16.67","14.81","16.67","16","14.81","10","5.13","2.94","3.03",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,"17.63","18.86","19.11","19.84","20.51","22.59","22.84","22.54","21.8","21.74","21.24","20.51","20","20.29","18.97","18.88",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Aduna",NA,NA,"12.28","14.91","10.91","11.21","11.93","10.09","11.97","13.33","14.63","16.53","16.67","15.79","16.39","14.41","14.78","15.32",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Aia",NA,NA,"11.39","13.55","12.94","15.06","16.07","17.68","18.23","20.19","21.78","21.78","21.56","21.53","12.76","12.08","11.9","13",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Aizarnazabal",NA,NA,"6.25","6.98","7.14","8.11","13.95","13.64","12","13.73","8.93","10.71","9.43","11.67","6.67","8","9.21","7.35",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Ajangiz",NA,NA,"11.11","10.53","10.53","16.67","16.67","15.79","21.05","16.67","21.05","25","20.83","18.18","7.41","7.69","8","6.67",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Albiztur",NA,NA,"11.54","9.52","12.5","10.71","11.11","11.11","12.5","14.71","13.16","17.14","16.22","12.9","9.3","11.63","12.2","13.51",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Alegia",NA,NA,"18.25","18.44","21.74","22.7","24.29","23.88","24.09","25.19","22.96","22.73","22.14","17.97","16.67","15.94","15.83","15.79",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Alegría-Dulantzi",NA,NA,"16.13","17.92","17.24","16.13","17.16","16","16.87","17.51","17.28","17.65","14.92","14.71","16.56","17.93","18.28","19.44",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Alkiza",NA,NA,"17.39","14.29","9.09","8.7","8.7","8","14.81","17.86","17.86","20","22.22","19.23","13.89","8.33","5.26","5.13",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Alonsotegi",NA,NA,"11.21","12.68","15.09","14.67","14.73","16.74","19.12","19.29","20.15","21.62","21.74","19.82","16.67","16.02","14.91","16.09",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Altzaga",NA,NA,"30","27.27","23.08","38.46","35.71","35.71","38.46","42.86","33.33","40","46.15","36.36","26.67","23.53","15.38","21.43",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Altzo",NA,NA,"16","23.08","20.69","18.75","15.15","12.2","15","12.82","15.79","21.05","21.62","25","19.15","16.33","17.02","14.89",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Amezketa",NA,NA,"30.12","34.94","36.71","36.71","34.21","29.33","32.05","32.1","30.95","35.63","33.73","31.88","24.27","21.24","22.61","21.5",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Amorebieta-Etxano",NA,NA,"11.15","11.5","12.62","13.12","12.98","13.64","13.8","13.96","20.71","22.13","20.31","19.45","17.91","16.31","15.27","15.31",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Amoroto",NA,NA,"20","17.65","16.67","15.79","16.67","16.67","17.65","15.79","15.79","15.79","16.67","20","10.53","10","14.81","12.9",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Amurrio",NA,NA,"15.4","16.69","16.92","16.36","16.01","16.94","15.98","15.31","15.43","16.36","15.68","14.75","12.56","12.19","11.82","12.01",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Andoain",NA,NA,"15.53","17.77","18.14","18.37","17.67","19.15","20.66","20.39","19.56","20.16","18.97","17.55","17.27","18.13","17.23","15.5",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Anoeta",NA,NA,"11.9","13.18","11.63","11.97","10.62","13.6","14.96","15.71","14.48","15.97","15.75","15.71","12.59","12.33","14.39","12.41",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Antzuola",NA,NA,"17.32","18.6","18.6","18.66","19.7","20.74","18.8","19.12","20.14","21.68","21.05","19.23","18.44","16.18","14.96","14.63",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arakaldo",NA,NA,"0","0","0",NA,"7.14","6.25","6.67","5.26","5.26","22.22","23.81","20","14.29","18.18","18.18","18.18",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arama",NA,NA,"14.29","16.67","12.5","14.29","20","15.79","13.64","14.29","13.04","17.86","18.52","16.67","12.5","12","11.54","15.38",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Aramaio",NA,NA,"10.59","13.92","10.53","11.39","12.35","11.69","14.63","17.65","17.86","19.75","18.84","16.92","10","8.33","7.29","6.82",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arantzazu",NA,NA,"0","7.14","6.25",NA,NA,NA,NA,"0","6.67","6.25","7.14","0","0","0","0",NA,NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Areatza",NA,NA,"14.52","12.7","11.29","13.11","19.12","19.44","21.92","22.78","30.21","30.85","29.55","20.99","14.29","12.35","14.63","15.85",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Aretxabaleta",NA,NA,"13.4","14.44","13.54","12.43","12.84","13.3","13.55","15.6","14.89","20.4","19.48","18.8","16.75","14.83","14.18","13.62",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Armiñón",NA,NA,"7.14","6.67","5.88","5.88","6.25","6.25","6.67","5.88","5.26","5.26","5.26","5.56","8.7","8","8.7","8.33",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arraia-Maeztu",NA,NA,"20","21.28","22","22.64","21.57","24.07","25.93","23.21","23.73","25","23.21","21.43","11.36","8.79","7.87","7.69",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arrankudiaga",NA,NA,"12.84","13.46","13.27","14.16","14.04","14.17","13.18","14.29","12.69","14.71","13.64","14.96","12.78","12","11.11","10.48",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arrasate/Mondragón",NA,NA,"14.84","15.68","15.57","15.48","15.1","15.69","15.77","15.91","15.83","17.62","15.7","14.91","14.15","13.16","12.26","11.64",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arratzu",NA,NA,"25","27.78","25","20","23.81","27.27","34.78","34.62","40","45.83","37.5","42.31","31.03","21.88","24.24","26.67",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arratzua-Ubarrundia",NA,NA,"6.78","6.78","8.2","9.52","9.84","8.62","11.86","12.31","15.15","15.49","12.33","8.22","8.42","8.08","9.47","9.38",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arrieta",NA,NA,"5","11.11","15","15","20","18.18","20","20","21.74","20.83","21.05","20","11.76","7.69","10.53","13.16",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Arrigorriaga",NA,NA,"13.58","15.35","17.52","17.14","16.8","17.67","18.34","18.31","18.89","19.79","17.73","17.14","16.83","16.21","16.19","16.04",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Artea",NA,NA,"8.11","2.94","2.86","2.7",NA,"6.82","8.51","9.62","9.62","21.67","20.59","20","16.18","12","10.45","11.76",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Artzentales",NA,NA,"21.88","24.24","16.67","21.21","15.63","17.14","31.82","32.61","37.25","40","37.25","40","22.37","16.87","14.29","15.48",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Artziniega",NA,NA,"8.74","10.28","9.73","10","10.91","15.13","15.13","16.41","20.71","21.83","21.54","19.53","15.49","16.15","12.95","11.35",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Asparrena",NA,NA,"16.19","16.67","16.51","13.46","12.75","12.61","12.82","14.05","14.17","16.13","17.39","16.51","12.4","9.92","9.76","9.17",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Asteasu",NA,NA,"16.55","18.38","16.34","17.9","19.88","17.71","15.56","17.02","15.43","17.99","16.57","15.88","11.01","10.9","10.48","11.22",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Astigarraga",NA,NA,"15.3","16.35","17.39","17.92","17.06","15.82","16.69","17.5","16.85","16.32","16.5","16.97","15.49","16.09","15.83","14.1",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Ataun",NA,NA,"14.61","15.12","18.39","19.05","18.52","17.11","18.52","18.18","20.45","21.18","21.43","21.18","15.97","13.49","15.38","13.95",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Atxondo",NA,NA,"13.51","18.18","16.38","16.51","16.04","15.24","13.08","14.29","14.78","17.92","15.46","14.74","11.76","8.25","8.33","10.42",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Aulesti",NA,NA,"14.29","17.39","17.39","20","16.67","12.5","11.9","11.9","13.33","19.05","20","16.67","13.73","19.61","18.87","17.31",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Ayala/Aiara",NA,NA,"14.07","16.3","18.37","14.58","13.61","13.82","14.2","16.67","19.21","20.12","18.79","18.34","10.45","9.44","9.19","11.33",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Azkoitia",NA,NA,"12.41","12.63","12.39","13.24","14.81","15.29","15.36","15.75","16.46","18.41","16.67","16.09","13.3","11.79","11.67","12.13",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Azpeitia",NA,NA,"13.17","13.66","13.7","12.7","13.45","14.19","15.43","15.99","16.09","16.94","16.99","16.22","13.83","13.1","12.85","12.24",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Añana",NA,NA,"6.67","6.67","5.56","5.88",NA,NA,"5.88","5.88","11.76","12.5","18.75","0","0","0","0",NA,NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Bakio",NA,NA,"9.84","12.3","12.12","14.29","13.29","13.42","14.56","14.44","20.1","21.67","17.73","12.57","10.5","10.95","8.72","7.58",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Baliarrain",NA,NA,"50","57.14","50","50","57.14","66.67","62.5","62.5","62.5","62.5","50","44.44","21.43","23.08","25","30.77",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Balmaseda",NA,NA,"10.43","11.76","12.45","12.87","13.48","12.28","12.59","13.77","17.14","18.34","15.83","14.65","13.45","13.08","12.48","12.76",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Barakaldo",NA,NA,"13.32","14.35","15.36","15.65","16.21","16.84","17.97","18.32","19.31","19.74","18.61","17.05","17.07","16.36","15.9","16.25",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Barrika",NA,NA,"19.67","19.35","19.4","21.54","18.92","16.25","13.19","11.46","11","15.31","15.96","14.29","15.79","14.43","17.27","18.81",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Barrundia",NA,NA,"6.25","8.33","10.53","14.29","23.08","15.91","15.22","12.77","19.23","18.97","16.36","17.54","8.93","7.14","9.01","8.49",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Basauri",NA,NA,"12.87","14.66","14.9","15.41","15.45","15.61","16.4","16.52","17.91","18.88","17.65","16.13","15.76","15.6","15.27","16.08",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Baños de Ebro/Mañueta",NA,NA,"3.75","6.49","11.76","10.13","8.22","9.33","9.46","9.09","9.72","8.06","6.78","7.55","4.6","2.3","2.6","3.61",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Beasain",NA,NA,"11.49","13.66","12.87","13.24","12.82","13.14","13.43","14.42","21.3","23.7","21.61","20.07","20.78","19.82","17.93","16.6",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Bedia",NA,NA,"7.75","9.23","6.5","9.92","8.59","11.9","13.64","14.6","14.29","15.49","16.18","17.19","14.17","12.17","10.62","9.82",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Beizama",NA,NA,"13.33","15.38","15.38","13.33","13.33","17.65","11.76","13.64","19.05","16.67","6.67","12.5","12.9","14.29","11.11","16.67",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Belauntza",NA,NA,"8.2","11.29","12.7","15.38","14.93","11.86","13.33","12.5","15.28","14.08","15.15","14.49","9.86","13.64","16.67","12.9",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Berango",NA,NA,"15.16","15.64","16.08","17.97","16.29","15.99","15.79","15.84","16","16.87","14.91","15.69","14.86","14.65","13.3","13.37",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Berantevilla",NA,NA,"6.25","8.33","9.76","9.3","8.7","10","14.81","13.33","8.47","10.53","7.55","7.27","3.53","3.66","5","6.41",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Berastegi",NA,NA,"33.33","34.38","32.26","33.87","27.87","27.42","31.88","33.8","36.36","34.72","33.87","34.48","21.59","20.65","19.78","23.81",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Bermeo",NA,NA,"16.53","18.83","18.97","19.57","20.61","20.26","22.54","22.98","23.55","25.02","22.86","21.5","18.97","17.17","16.61","15.84",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Bernedo",NA,NA,"9.09","7.14","8.89","11.11","8.89","8.51","10.42","12","15.22","14.58","10.42","10.64","5.41","5.26","5","5.63",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Berriatua",NA,NA,"6.73","8.82","8.25","9.18","8.91","10.89","12.62","12.5","13.71","16.81","18.33","18.35","13.14","13.04","13.89","13.04",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Berriz",NA,NA,"5.71","6.76","8.56","8.31","7.52","8.24","7.75","8.61","10.44","11.55","11.48","10.42","10.46","10.8","10.03","9.74",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Berrobi",NA,NA,"13.04","17.39","13.64","14.29","14.29","17.39","34.48","28.13","31.25","34.48","24.14","15.38","6.06","8.33","9.38","10.34",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Bidania-Goiatz",NA,NA,"17.5","18.18","15.79","16.22","15.79","16.22","15.63","17.14","14.29","16.67","15.15","12.5","8.77","8.06","6.35","5.56",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Bilbao",NA,NA,"8.36","9.01","9.32","9.46","9.68","9.86","9.99","10.51","11.2","12.54","11.9","11.21","10.58","9.86","9.47","9.44",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Busturia",NA,NA,"19.77","18.39","17.65","18.07","17.78","19.28","20.69","19.15","19.19","18","16.67","15.38","12.5","9.38","9.68","12.77",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Campezo/Kanpezu",NA,NA,"18.27","20","19.42","20.56","20.95","18.75","18.81","20.56","19.63","19.63","19.39","20.79","15.45","13.71","13.33","14.29",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Deba",NA,NA,"7.73","8.82","9.49","9.68","9.25","8.82","9.75","9.2","8.67","8.61","8.47","7.84","6.84","6.04","5.65","6.13",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Derio",NA,NA,"9.53","9.83","11.23","11.98","12.48","10.92","13.39","13.26","13.14","14.63","13.03","11.54","12.81","12.18","12.39","11.31",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Dima",NA,NA,"7.04","9.59","9.21","13.51","12.16","12.99","14.63","11.76","13.83","18.56","18.95","18.75","15.74","17.53","18","15.53",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Donostia / San Sebastián",NA,NA,"9.33","10.12","10.53","10.72","10.9","11.07","11.28","11.61","11.52","13.48","12.45","11.7","10.74","10.02","9.3","9.04",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Durango",NA,NA,"8.95","9.37","10.02","9.5","9.31","9.5","9.31","10.05","11.11","12.98","11.82","11.34","10.98","10.56","9.76","9.89",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Ea",NA,NA,"19.61","18.18","20.45","20","21.74","23.4","20","19.57","19.15","27.08","30.19","25.49","22.41","19.64","21.05","23.33",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Eibar",NA,NA,"8.09","8.92","9.47","9.6","9.36","9.36","10.07","10.19","10.64","12.28","12.03","11.34","10.22","9.39","8.48","7.93",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elantxobe",NA,NA,"0","4.55","8.33","14.81","15.38","9.09","16.67","17.39","16.67","9.52","9.09","8.7","7.69","4.76","10","4.76",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elburgo/Burgelu",NA,NA,"11.76","10.53","15","9.09","15.38","20.69","21.21","22.5","25","23.81","22.73","21.43","12.5","9.62","12.07","11.54",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elciego",NA,NA,"3.61","5.95","7.06","6.1","7.23","8.24","8.24","12.12","11.34","14.14","16.49","13.27","6.49","6.88","6.29","5.81",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elduain",NA,NA,"0","0","0",NA,NA,NA,NA,"4.76","4.55","4.55","5.26","5","5","4.35","8.7","9.09",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elgeta",NA,NA,"9.09","7.63","7.38","4.88","4.76","5.6","4.07","3.91","4.88","4.92","5.22","5.45","2.68","1.9","1.9","2.02",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elgoibar",NA,NA,"12.36","13.33","12.3","11.53","11.42","11.9","12.14","11.71","11.6","12.58","12.06","11.53","10.98","10.24","9.45","9.34",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elorrio",NA,NA,"10.54","9.21","10.18","11.6","11.01","10.97","10.63","11.18","12.32","15.9","15.37","13.61","12.02","10.76","10.88","10.48",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Elvillar/Bilar",NA,NA,"11.9","13.33","17.02","14.29","13.73","12.77","11.36","13.04","14.29","13.33","15.91","15.56","7.06","4.55","4.55","1.28",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Erandio",NA,NA,"14.29","15.91","16.07","17.32","18.68","18.64","18.95","19.2","18.53","19.45","18.74","17.94","17.13","16.71","16.69","15.68",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Ereño",NA,NA,"9.09","15.38","13.33","14.29","13.33","6.25","6.67","15.38","18.75","18.75","20","20","18.18","15","15.79","11.76",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Ermua",NA,NA,"13.58","15.05","15.59","16.56","17.07","16.73","18.29","18.55","19.04","19.66","19","19.03","18.42","17.08","16.91","16.35",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Errenteria",NA,NA,"23.71","26.46","26.39","26.98","27.71","28.18","27.8","27.56","26.1","25.07","22.85","21.28","21.69","21.08","19.48","19.02",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
"Errezil",NA,NA,"12.82","13.89","18.42","25.64","24.39","25.58","25.58","23.91","22.45","20.83","21.95","21.62","10","9.18","11.46","12.05",NA,"Porcentaje de establecimientos del sector construcción sobre el total (%)"
