"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,"24.66","25.16","39.61","44.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Abaltzisketa",NA,NA,NA,NA,"49.88","67.5","66.14","49.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,"57.1","58.33","75.09","92.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Aduna",NA,NA,NA,NA,"73.28","41.92","41.28","39.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Aia",NA,NA,NA,NA,"67.93","65.82","64.33","64.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Aizarnazabal",NA,NA,NA,NA,"28.13","30.64","29.86","24.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Ajangiz",NA,NA,NA,NA,"39.96","33.4","29.65","33.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Albiztur",NA,NA,NA,NA,"25.81","41.62","42.68","63.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Alegia",NA,NA,NA,NA,"25.4","33.92","38.58","43.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Alegría-Dulantzi",NA,NA,NA,NA,"40.81","18.96","23.44","13.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Alkiza",NA,NA,NA,NA,"67.38","65.4","59.31","61.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Alonsotegi",NA,NA,NA,NA,"86.95","88.5","95.06","91.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Altzaga",NA,NA,NA,NA,"37.55","35.04","44.64","36.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Altzo",NA,NA,NA,NA,"36.63","38.84","35.29","54.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Amezketa",NA,NA,NA,NA,"20.9","27.95","21.23","28.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Amorebieta-Etxano",NA,NA,NA,NA,"48.17","51.32","52.03","65.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Amoroto",NA,NA,NA,NA,"24.51","30.66","41.13","43.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Amurrio",NA,NA,NA,NA,"24.49","36.02","26.49","27.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Andoain",NA,NA,NA,NA,"56.09","45.09","51.08","55.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Anoeta",NA,NA,NA,NA,"23.04","28.18","27.12","31.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Antzuola",NA,NA,NA,NA,"68.64","71.35","82.43","77.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Arakaldo",NA,NA,NA,NA,"19.85","32.23","33.2","64.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Arama",NA,NA,NA,NA,"70.82","100.87","108.69","69.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Aramaio",NA,NA,NA,NA,"15.03","25.37","10.46","14.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
"Arantzazu",NA,NA,NA,NA,"46.05","48.55","97.28","63.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasto corriente del presupuesto municipal per capita en Servicios Sociales (€)"
