"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,"51.03",NA,NA,NA,NA,"56.47",NA,NA,NA,NA,"52.12",NA,NA,NA,"53.5",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Abaltzisketa",NA,NA,NA,"52.79",NA,NA,NA,NA,"51.63",NA,NA,NA,NA,"53.2",NA,NA,NA,"55.95",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,"45.79",NA,NA,NA,NA,"52.92",NA,NA,NA,NA,"48.15",NA,NA,NA,"49.55",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Aduna",NA,NA,NA,"53.08",NA,NA,NA,NA,"58.17",NA,NA,NA,NA,"64.74",NA,NA,NA,"61.41",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Aia",NA,NA,NA,"55.53",NA,NA,NA,NA,"55.43",NA,NA,NA,NA,"54.24",NA,NA,NA,"56.34",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Aizarnazabal",NA,NA,NA,"47.91",NA,NA,NA,NA,"60.47",NA,NA,NA,NA,"54.15",NA,NA,NA,"54",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Ajangiz",NA,NA,NA,"50",NA,NA,NA,NA,"52.91",NA,NA,NA,NA,"54.43",NA,NA,NA,"55.7",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Albiztur",NA,NA,NA,"50.81",NA,NA,NA,NA,"55.2",NA,NA,NA,NA,"52.07",NA,NA,NA,"59.67",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Alegia",NA,NA,NA,"48.36",NA,NA,NA,NA,"51.09",NA,NA,NA,NA,"50.68",NA,NA,NA,"49.16",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Alegría-Dulantzi",NA,NA,NA,"59.04",NA,NA,NA,NA,"68",NA,NA,NA,NA,"62.49",NA,NA,NA,"63.96",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Alkiza",NA,NA,NA,"53.78",NA,NA,NA,NA,"60.69",NA,NA,NA,NA,"56.93",NA,NA,NA,"63.5",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Alonsotegi",NA,NA,NA,"39.93",NA,NA,NA,NA,"49.72",NA,NA,NA,NA,"45.08",NA,NA,NA,"45.77",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Altzaga",NA,NA,NA,"59.55",NA,NA,NA,NA,"62.1",NA,NA,NA,NA,"54.92",NA,NA,NA,"55.12",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Altzo",NA,NA,NA,"48.28",NA,NA,NA,NA,"57.43",NA,NA,NA,NA,"56.99",NA,NA,NA,"55.6",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Amezketa",NA,NA,NA,"52.58",NA,NA,NA,NA,"51.88",NA,NA,NA,NA,"49.49",NA,NA,NA,"52.54",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Amorebieta-Etxano",NA,NA,NA,"48.79",NA,NA,NA,NA,"54.47",NA,NA,NA,NA,"51.08",NA,NA,NA,"52.14",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Amoroto",NA,NA,NA,"55.73",NA,NA,NA,NA,"50.29",NA,NA,NA,NA,"52.38",NA,NA,NA,"53.29",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Amurrio",NA,NA,NA,"47.09",NA,NA,NA,NA,"51.99",NA,NA,NA,NA,"48.52",NA,NA,NA,"49.48",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Andoain",NA,NA,NA,"47.47",NA,NA,NA,NA,"53.87",NA,NA,NA,NA,"49.4",NA,NA,NA,"50.15",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Anoeta",NA,NA,NA,"54.62",NA,NA,NA,NA,"56.66",NA,NA,NA,NA,"52.44",NA,NA,NA,"54.22",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Antzuola",NA,NA,NA,"51.57",NA,NA,NA,NA,"57.37",NA,NA,NA,NA,"54.25",NA,NA,NA,"55.35",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Arakaldo",NA,NA,NA,"41.18",NA,NA,NA,NA,"43.9",NA,NA,NA,NA,"57.14",NA,NA,NA,"54.03",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Arama",NA,NA,NA,"41.73",NA,NA,NA,NA,"46.71",NA,NA,NA,NA,"56.33",NA,NA,NA,"54.07",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Aramaio",NA,NA,NA,"57.76",NA,NA,NA,NA,"57.38",NA,NA,NA,NA,"54.72",NA,NA,NA,"52.9",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Arantzazu",NA,NA,NA,"46.54",NA,NA,NA,NA,"49.81",NA,NA,NA,NA,"53.64",NA,NA,NA,"53.42",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Areatza",NA,NA,NA,"40.2",NA,NA,NA,NA,"51.63",NA,NA,NA,NA,"50.45",NA,NA,NA,"51.03",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Aretxabaleta",NA,NA,NA,"56.99",NA,NA,NA,NA,"58.71",NA,NA,NA,NA,"52.85",NA,NA,NA,"52.57",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Armiñón",NA,NA,NA,"52.35",NA,NA,NA,NA,"47.55",NA,NA,NA,NA,"52.63",NA,NA,NA,"62.3",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Arraia-Maeztu",NA,NA,NA,"49.93",NA,NA,NA,NA,"51.85",NA,NA,NA,NA,"53.88",NA,NA,NA,"53.71",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
"Arrankudiaga",NA,NA,NA,"44.4",NA,NA,NA,NA,"49.67",NA,NA,NA,NA,"53.94",NA,NA,NA,"52.87",NA,"Tasa de ocupación de la población de 16 y mas años (%)"
