"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,NA,NA,NA,"2.8","2.78","2.75","2.74","2.74",NA,"2.71",NA,"2.66",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Abaltzisketa",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,NA,NA,NA,"3.12","3.12","3.11","3.09","3.09",NA,"3.09",NA,"3.11",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Aduna",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Aia",NA,NA,NA,NA,NA,NA,NA,NA,"5.47","5.39","5.11","4.98","5",NA,"4.94",NA,"4.88",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Aizarnazabal",NA,NA,NA,NA,NA,NA,NA,NA,"15.67","15.31","14.95","14.12","13.64",NA,"13.05",NA,"12.9",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Ajangiz",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Albiztur",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Alegia",NA,NA,NA,NA,NA,NA,NA,NA,"5.93","5.85","5.77","5.71","5.62",NA,"5.65",NA,"5.74",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,NA,NA,NA,"4.34","4.05","3.82","3.68","3.57",NA,"3.49",NA,"3.47",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Alkiza",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Alonsotegi",NA,NA,NA,NA,NA,NA,NA,NA,"3.57","3.53","3.53","3.54","3.55",NA,"3.51",NA,"3.5",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Altzaga",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Altzo",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Amezketa",NA,NA,NA,NA,NA,NA,NA,NA,"10.48","10.17","10.1","10.06","10.31",NA,"10.25",NA,"10.62",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,NA,NA,NA,"2.87","2.84","3.36","3.34","3.31",NA,"3.24",NA,"3.2",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Amoroto",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Amurrio",NA,NA,NA,NA,NA,NA,NA,NA,"3.04","2.99","2.97","2.99","3.99",NA,"3.95",NA,"3.9",NA,NA,"Farmacias (por cada 10.000 habitantes)"
"Andoain",NA,NA,NA,NA,NA,NA,NA,NA,"4.22","4.16","4.09","4.09","4.08",NA,"4.1",NA,"4.09",NA,NA,"Farmacias (por cada 10.000 habitantes)"
