"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,NA,NA,"54.39","54.32","61.43","60.23","53.66","56.62","52.98","51.22","50.81","53.51","54.18","52.19","51.73",NA,"Población extranjera. Hombres (%)"
"Abaltzisketa",NA,NA,NA,NA,NA,"0","0","0","0","20","16.67","16.67","0","22.22","14.29","22.22","28.57","33.33",NA,"Población extranjera. Hombres (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,NA,NA,"43.28","40.96","41.84","45.76","41.86","40.91","42.68","43.08","47.83","47.83","44.55","47.88","42.41",NA,"Población extranjera. Hombres (%)"
"Aduna",NA,NA,NA,NA,NA,"100","100","60","50","60","63.64","58.33","63.64","62.5","75","50","80","75",NA,"Población extranjera. Hombres (%)"
"Aia",NA,NA,NA,NA,NA,"54.55","66.67","70","78.26","66.67","60.71","76.04","71.55","68.18","60.19","58.82","59.52","59.26",NA,"Población extranjera. Hombres (%)"
"Aizarnazabal",NA,NA,NA,NA,NA,"100","93.33","92.73","88.1","75.76","68.75","61.82","56.25","53.23","56.94","52.5","55.13","59.21",NA,"Población extranjera. Hombres (%)"
"Ajangiz",NA,NA,NA,NA,NA,"33.33","20","25","37.5","0","16.67","42.86","33.33","45.45","55.56","0","42.86","28.57",NA,"Población extranjera. Hombres (%)"
"Albiztur",NA,NA,NA,NA,NA,"50","66.67","66.67","100","100","80","60","33.33","33.33","33.33","66.67","40","25",NA,"Población extranjera. Hombres (%)"
"Alegia",NA,NA,NA,NA,NA,"58.33","53.57","63.33","51.22","50.91","55.29","62.73","60.38","58.4","55.38","51.15","53.9","53.47",NA,"Población extranjera. Hombres (%)"
"Alegría-Dulantzi",NA,NA,NA,NA,NA,"53.33","48.21","50.63","54.35","53.51","53.44","51.53","56.82","58.7","54.51","52.07","53.6","53.24",NA,"Población extranjera. Hombres (%)"
"Alkiza",NA,NA,NA,NA,NA,"0","0","0","0","40","25","20","25","14.29","40","40","40","36.36",NA,"Población extranjera. Hombres (%)"
"Alonsotegi",NA,NA,NA,NA,NA,"65.38","58.33","50.98","46.77","49.25","41.67","51.52","46.81","44.44","43.61","45.38","45.74","43.12",NA,"Población extranjera. Hombres (%)"
"Altzaga",NA,NA,NA,NA,NA,"60","60","0","0","60","40","50","50","50","33.33","40","40","0",NA,"Población extranjera. Hombres (%)"
"Altzo",NA,NA,NA,NA,NA,"100","100","100","100","70","61.54","54.55","55.56","61.54","53.85","53.33","100","70",NA,"Población extranjera. Hombres (%)"
"Amezketa",NA,NA,NA,NA,NA,"50","75","75","66.67","63.64","76.6","73.77","71.64","55.32","44.9","37.5","37.5","35.56",NA,"Población extranjera. Hombres (%)"
"Amorebieta-Etxano",NA,NA,NA,NA,NA,"57.78","54.05","50.74","50.59","49.67","51.05","50.68","51.84","52.97","56.66","53.88","50.57","49.93",NA,"Población extranjera. Hombres (%)"
"Amoroto",NA,NA,NA,NA,NA,"44.44","60","50","55.56","50","45.45","63.64","60","70","57.14","50","57.14","42.86",NA,"Población extranjera. Hombres (%)"
"Amurrio",NA,NA,NA,NA,NA,"46.96","47.27","54.66","55.9","54.68","55.82","55.73","56.34","56.69","54.56","56.25","53.06","51.71",NA,"Población extranjera. Hombres (%)"
"Andoain",NA,NA,NA,NA,NA,"56.76","52.46","51.21","52.68","52.63","54.08","55.42","56.64","53.97","53.57","52.06","50.81","50.15",NA,"Población extranjera. Hombres (%)"
"Anoeta",NA,NA,NA,NA,NA,"50","51.52","52.94","53.66","53.19","58.57","49.49","47.52","58.14","64.29","64","55.14","57.76",NA,"Población extranjera. Hombres (%)"
"Antzuola",NA,NA,NA,NA,NA,"61.11","65","61.9","59.7","55.13","55.68","59.22","55.68","54.84","58.33","63.53","63.86","61.45",NA,"Población extranjera. Hombres (%)"
"Arakaldo",NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","75","66.67","75","80","50",NA,"Población extranjera. Hombres (%)"
