"name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","indname_es"
"Abadiño",NA,NA,NA,"61.16",NA,NA,NA,NA,"61.54",NA,NA,NA,"56.8","55.75",NA,NA,NA,"56.11",NA,"Tasa de actividad de los hombres (%)"
"Abaltzisketa",NA,NA,NA,"50.93",NA,NA,NA,NA,"48.85",NA,NA,NA,"52.91","49.13",NA,NA,NA,"48.88",NA,"Tasa de actividad de los hombres (%)"
"Abanto y Ciérvana-Abanto Zierbena",NA,NA,NA,"58.78",NA,NA,NA,NA,"58.17",NA,NA,NA,"55.75","55.07",NA,NA,NA,"55.32",NA,"Tasa de actividad de los hombres (%)"
"Aduna",NA,NA,NA,"57.87",NA,NA,NA,NA,"57.07",NA,NA,NA,"55.98","56.43",NA,NA,NA,"54.62",NA,"Tasa de actividad de los hombres (%)"
"Aia",NA,NA,NA,"56.05",NA,NA,NA,NA,"56.62",NA,NA,NA,"55.05","52.43",NA,NA,NA,"52.89",NA,"Tasa de actividad de los hombres (%)"
"Aizarnazabal",NA,NA,NA,"55.71",NA,NA,NA,NA,"64.06",NA,NA,NA,"57.46","53.83",NA,NA,NA,"55.15",NA,"Tasa de actividad de los hombres (%)"
"Ajangiz",NA,NA,NA,"48.4",NA,NA,NA,NA,"55.14",NA,NA,NA,"56.42","53.98",NA,NA,NA,"54.55",NA,"Tasa de actividad de los hombres (%)"
"Albiztur",NA,NA,NA,"50.63",NA,NA,NA,NA,"54.36",NA,NA,NA,"45.95","47.02",NA,NA,NA,"50.32",NA,"Tasa de actividad de los hombres (%)"
"Alegia",NA,NA,NA,"56.9",NA,NA,NA,NA,"55.7",NA,NA,NA,"54.63","53.48",NA,NA,NA,"49.07",NA,"Tasa de actividad de los hombres (%)"
"Alegría-Dulantzi",NA,NA,NA,"61.93",NA,NA,NA,NA,"65.64",NA,NA,NA,"61.58","60.21",NA,NA,NA,"58.07",NA,"Tasa de actividad de los hombres (%)"
"Alkiza",NA,NA,NA,"56.38",NA,NA,NA,NA,"55.31",NA,NA,NA,"55.14","52.13",NA,NA,NA,"56.52",NA,"Tasa de actividad de los hombres (%)"
"Alonsotegi",NA,NA,NA,"56.2",NA,NA,NA,NA,"56.62",NA,NA,NA,"55.67","53.8",NA,NA,NA,"53.1",NA,"Tasa de actividad de los hombres (%)"
"Altzaga",NA,NA,NA,"64.81",NA,NA,NA,NA,"59.04",NA,NA,NA,"54.22","46.91",NA,NA,NA,"48.28",NA,"Tasa de actividad de los hombres (%)"
"Altzo",NA,NA,NA,"51.76",NA,NA,NA,NA,"57",NA,NA,NA,"56.83","55.56",NA,NA,NA,"52.22",NA,"Tasa de actividad de los hombres (%)"
"Amezketa",NA,NA,NA,"60.4",NA,NA,NA,NA,"57.17",NA,NA,NA,"57.47","51.64",NA,NA,NA,"55.69",NA,"Tasa de actividad de los hombres (%)"
"Amorebieta-Etxano",NA,NA,NA,"57.44",NA,NA,NA,NA,"57.77",NA,NA,NA,"55.43","53.73",NA,NA,NA,"54.64",NA,"Tasa de actividad de los hombres (%)"
"Amoroto",NA,NA,NA,"53.06",NA,NA,NA,NA,"50.96",NA,NA,NA,"54.98","53.08",NA,NA,NA,"53.59",NA,"Tasa de actividad de los hombres (%)"
"Amurrio",NA,NA,NA,"58.33",NA,NA,NA,NA,"57.4",NA,NA,NA,"55.1","54.07",NA,NA,NA,"55.36",NA,"Tasa de actividad de los hombres (%)"
"Andoain",NA,NA,NA,"58.9",NA,NA,NA,NA,"58.34",NA,NA,NA,"55.43","53.28",NA,NA,NA,"53.17",NA,"Tasa de actividad de los hombres (%)"
