"Udalerri kodea","Udalerria","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003"
"48001","Abadiño","7.20","8.06","9.50","9.63","9.73","7.85","7.48","8.23","6.78","3.55","3.21","3.60","3.14","3.39"
"20001","Abaltzisketa","2.96","3.45","4.02","4.43","7.88","4.95","3.50","4.93","3.63","2.16","2.72","2.72","1.12","2.27"
"48002","Abanto y Ciérvana-Abanto Zierbena","12.11","13.61","13.65","14.22","14.58","12.37","10.10","9.88","7.29","5.56","5.71","7.42","5.76","5.52"
"20002","Aduna","3.69","7.38","9.22","8.72","9.06","5.10","5.35","5.24","2.65","2.40","4.37","2.78","2.02","3.45"
"20016","Aia","5.55","6.32","6.70","7.82","6.99","6.55","6.99","6.41","4.56","4.39","3.63","3.04","1.62","2.02"
"20003","Aizarnazabal","10.28","10.47","11.81","12.04","14.17","10.96","11.35","10.66","6.03","5.61","3.70","3.49","3.67","1.89"
"48911","Ajangiz","5.39","4.04","4.79","4.21","4.91","5.10","2.35","6.10","4.12","2.04","2.37","2.71","2.44","3.26"
"20004","Albiztur","4.71","3.66","4.12","5.00","4.50","3.45","3.92","4.41","1.94","0.99","2.01","2.01","2.01","3.12"
"20005","Alegia","8.77","12.45","13.00","11.32","11.95","10.66","10.92","9.42","6.57","5.50","6.35","6.17","4.31","4.53"
"01001","Alegría-Dulantzi","9.97","10.77","10.51","10.36","11.03","8.96","7.59","7.39","5.00","3.55","2.95","3.14","2.34","2.57"
"20006","Alkiza","7.04","8.92","6.94","10.08","8.82","6.72","4.87","4.87","5.13","3.70","3.72","3.26","4.17","3.74"
"48912","Alonsotegi","14.40","15.84","16.09","16.09","15.11","13.58","11.73","8.91","8.21","6.84","6.83","6.57","6.58","6.13"
"20906","Altzaga","9.18","5.10","8.33","8.25","6.19","5.21","4.85","3.92","5.71","2.78","1.89","4.72","1.79","2.80"
"20007","Altzo","5.17","6.64","8.27","8.96","10.82","9.19","8.71","7.22","5.62","3.47","4.12","5.35","4.55","3.48"
"20008","Amezketa","5.77","9.27","7.63","7.55","6.90","5.56","5.86","5.60","5.13","3.97","2.25","2.57","2.72","3.61"
"48003","Amorebieta-Etxano","7.94","8.40","9.76","9.77","10.05","8.19","7.42","8.10","5.86","3.16","3.46","3.95","3.49","3.54"
"48004","Amoroto","3.70","4.44","5.43","5.88","5.49","3.95","3.01","4.91","4.25","2.34","3.28","5.33","3.49","3.20"
"01002","Amurrio","11.96","12.09","13.28","12.30","11.72","10.43","8.72","8.57","6.11","4.54","5.12","6.03","5.26","5.44"
